Receiver_ID,Name,Type,City,Contact,lat,lon
762,Donna Chang,NGO,East Stevenborough,9564962501,,
763,Karen Williamson,Shelter,Sandovalmouth,857-588-4472x78504,,
764,Krista Williams,Shelter,Oliverberg,4814373776,,
765,Joshua Hooper,Shelter,Buchananton,+1-013-463-1430x05130,,
766,John Reynolds,Shelter,Grahambury,001-062-085-9402x6875,,
767,Jordan Hart,Shelter,East Julietown,+1-161-753-6365x946,,
768,Mary Wilson,Charity,Lake Kimberlyton,484-336-3858x53588,,
769,John Warner,Shelter,Cookhaven,+1-003-320-5395,,
770,Jacob Gibbs,Charity,New Jesus,(806)265-1675,40.8617304,-73.6208182
771,Emily Gallagher,Individual,Wagnerburgh,4916631678,,
772,Cassandra Yoder,Charity,Danielfurt,+1-928-766-0621x673,,
773,Hunter Richards,NGO,West Victoriaberg,001-581-778-1214,,
774,Tracy Bass,NGO,South Jessicaburgh,461-258-4749x956,,
775,Thomas Nelson,Charity,Donnamouth,+1-227-601-8962x271,,
776,James Thompson,Shelter,Ronaldmouth,(121)732-7913x396,,
777,Julie Dickerson,Shelter,Diazbury,383.138.2733x067,,
778,Kristie Townsend,Shelter,Melissaberg,(167)438-9582x45761,,
779,James Turner,NGO,North Mallorystad,+1-700-709-7978x681,,
780,Jacqueline Johnson,Shelter,Jeffreyland,+1-208-657-1423x44884,,
781,Jason Taylor,NGO,Reginaburgh,150-638-0354x9178,,
782,Timothy Burns,Charity,East Janetstad,(262)555-7560,,
783,Monica Phillips,Charity,New Phillipfurt,188-588-9838,,
784,Jill Harris,Shelter,Josephfurt,039-813-7188x11427,,
785,Melissa Lee,Charity,Brownport,(833)194-0479x719,-34.455489,142.270119
786,Robert Kim,Shelter,Port Gabrielleborough,513-156-7998x53487,,
787,Rachel Rios,NGO,Sarahaven,319-104-8885,,
788,Beth Phillips,NGO,Zacharyview,(293)383-2279x8386,,
789,Laura Robertson,NGO,Hansonfurt,616-851-6533x67759,,
790,Stephanie Smith,Charity,West Carrieport,001-028-411-5954x38730,,
791,David Kennedy,Charity,Port Caleb,001-061-612-9715x40982,27.0541577,-82.1327699
792,Tamara Frey,Shelter,Deanfort,(976)168-5693x615,,
793,Renee Anderson,Charity,Princehaven,040.132.4956,52.1431339,4.403701
794,Lee Nunez,Individual,Andersonfort,468.857.1870x688,,
795,Caitlin Cobb,Charity,North Andresport,+1-968-871-4930,,
796,Lisa Carroll,NGO,South Jamesfort,+1-223-842-8919x643,,
797,Robert Becker,Charity,Danielland,060.756.0612,,
798,James Estrada,Individual,Westport,001-020-450-8542x5607,41.1414855,-73.3578955
799,Adam Moore,Charity,East Josephview,+1-119-080-3260x81212,,
800,Anthony Garcia,Individual,Brownbury,+1-845-541-9687x513,,
801,Samantha Simpson,Shelter,West Meganmouth,001-030-832-3866x065,,
802,Lisa Cruz,Charity,Stevenmouth,(372)091-7748x36631,,
803,Joseph Stafford,Shelter,Lake Lindseystad,8127825617,,
804,Elizabeth Cochran,NGO,Theresabury,7711350025,,
805,Sharon Martin,Individual,South Michelleport,885.889.2008x8858,,
806,James Miller,NGO,Lisabury,+1-499-819-6868x6637,,
807,Taylor Miller,NGO,Josephside,+1-022-270-5486x316,,
808,Pamela Finley,Individual,Harrisfurt,001-160-542-5380x55508,,
809,Karen Cain,Individual,East Daisybury,506-960-4185x0865,,
810,Cody Meyer,NGO,Westshire,415.147.2095x47370,29.4118261,-98.6282788
811,Scott Schroeder,Shelter,Markfurt,001-229-042-2531x276,,
812,Sabrina Klein MD,Individual,Shawhaven,071.615.4555x80217,44.978049,-76.2600167
813,Amber Hale,Individual,Comptonside,001-750-235-2728,,
814,Michael Petersen,NGO,Maryside,+1-454-301-1932x97038,51.5079822,-0.5538152
815,James Miller,NGO,North Dawn,001-359-139-7284x11773,58.9129559,-2.9058119
816,Jeremiah Hampton,Charity,South Sheryl,(837)048-4121,41.4277915,-81.6856788
817,Victoria Torres,Charity,Martinchester,+1-624-780-9445x7755,,
818,Danielle Hayes,NGO,Andreaberg,1310927379,,
819,Christina Lambert,Shelter,Delgadofort,637.516.9143x5014,,
820,Patrick Velasquez,Individual,West Jacob,606-166-7246x746,50.097056,8.498079
821,Jeffrey Wilson,Charity,Davisport,001-245-390-7219x847,37.8312061,-82.6057096
822,Aaron Malone,Shelter,East Mark,+1-803-136-6978x6095,50.7504283,3.9683454
823,James Rose,Shelter,East Amandaberg,658-204-7743,,
824,Madison Myers,Shelter,Cruzland,(123)500-8333x8386,,
825,Charles Morris,Charity,New Olivia,(006)107-4825x44414,50.2445421,21.7746899
826,Mr. Steven Reeves MD,Individual,West Jacquelinefort,+1-263-739-4608x1451,,
827,John Simmons,NGO,North Tanner,797-388-6145x650,47.4781146,-121.7566787
828,Jason Mcpherson,Shelter,Michaelside,403.693.4197x409,,
829,Mr. Brian Fox,Charity,Scottbury,(301)316-4760x229,,
830,Jeffrey Cooper,Shelter,Lake Christian,001-877-245-5095,43.3534023,-74.6370951
831,Samantha Ellison,Individual,New Kimberly,522.437.7292x9078,-30.9021721,150.8340056
832,Kylie Young,Shelter,Ginaview,9131186244,,
833,Kelly Pierce,Shelter,West Josephland,370.467.1150x479,,
834,Renee Flynn,Individual,South Mark,093.501.8423,55.1542734,-4.748531
835,Jennifer Wright,Shelter,Lauratown,(257)556-3261x76228,36.0200714,-91.0884575
836,Scott Craig,Shelter,South Lisa,118.382.6136,51.8870865,4.4877549
837,Michelle Reed,Shelter,West John,1072168815,44.4049648,-85.7178113
838,Jessica Stephens,Charity,West Michaelton,358-977-8320,39.2055973,-76.6628517
839,Michael Cox,NGO,North Kelly,001-953-739-5146x845,34.4599115,-78.3056046
840,Mary Anderson,Shelter,South Mirandamouth,+1-148-126-0133x15456,,
841,Brian Reed,NGO,Amandaburgh,640.564.9498x1956,,
842,Robert Stewart,Shelter,New Laura,873-501-6244x4712,40.8615236,-73.2914181
843,Glenn Anthony,Charity,Halltown,502-960-7549,37.1934491,-93.6254034
844,Andrew Gray,Individual,Lake Dustin,(448)005-7192x2140,48.0041499,-88.6984225
845,Adam Horton,NGO,Ramosberg,364-423-0076x300,,
846,Charles Aguilar,NGO,Johnsonchester,+1-148-261-9107x10033,,
847,Wesley Myers,Shelter,Meganburgh,(285)991-7532x0243,,
848,Terrence Wagner,Individual,Taraside,001-832-246-7583,53.5675928,-6.604418
849,Kyle Johnson,Shelter,Ellisshire,001-887-766-6073,,
850,Kristopher Mendoza,Individual,Bradfurt,(678)116-6339x54475,,
851,Christina Brown,NGO,Wyattton,(983)034-7865,,
852,Jo Martinez,Charity,Port Williamtown,+1-264-342-6012x6505,-32.815,151.8427778
853,Tanya Lowe,Charity,Crawfordchester,(677)596-9794,,
854,Christopher Diaz,Individual,Lorifurt,001-442-106-2480x735,,
855,Robert Abbott,NGO,Collierburgh,+1-114-532-8181x037,,
856,Amanda Brown,Individual,New Larryshire,176.330.5060,,
857,Jennifer Taylor,Individual,Lake Kaylamouth,001-024-241-1359,,
858,Ashley Harris,Individual,Lake Stephenchester,001-680-582-4607x74285,,
859,Dana Williams,Charity,Cookstad,5259995693,,
860,James Knight,Charity,Kirkfort,+1-001-504-4343x556,,
861,Ashley Clark,NGO,Poolebury,518.622.6804x900,,
862,Justin Martinez,Individual,New Erikamouth,697-357-7122x04253,,
863,Jessica Camacho,Individual,Billyland,(190)674-9988x688,,
864,Justin Anderson,NGO,South Craigborough,+1-967-629-8865x504,,
865,Katherine Houston,Individual,Lake Joshuabury,(935)420-0196x9064,,
866,Jose Cooper,Shelter,Pooleside,(083)601-2157,,
867,Tara Williams,Individual,New Dakotahaven,7246108348,,
868,Kayla Erickson,Shelter,West Lindseyside,213.752.6967x0263,,
869,David Mendoza,Charity,North Shawnastad,001-517-864-9061x969,,
870,Joshua Mendoza,Charity,North Amy,(842)876-7043x953,51.9304174,7.6659152
871,Veronica Adams,Individual,Natalieside,3857123680,,
872,Lori Peters,Individual,Annaborough,270.652.6057x691,,
873,Darius Reid,Charity,Port Philipmouth,(306)939-5162,,
874,Danny Brown,Individual,East Shirley,829.371.2280x79605,32.8586286,-80.0527051
875,Scott Smith,Individual,New Donnahaven,001-376-965-5711,,
876,Jeremy Robinson,NGO,Jamesview,001-097-198-3229x7777,44.9582923,-76.159005
877,Jeffrey Stafford,Shelter,North Nicholasborough,454.460.2468x7969,,
878,Cory Johnson,NGO,Port Robertmouth,(944)311-5766,,
879,Bridget Hill,Charity,South Emily,868-465-2331x6437,52.2491331,-8.4708572
880,Kristen Foster,Shelter,North Ricardo,749.252.8592,33.4647727,-111.6895334
881,Alan Riley,NGO,Tylermouth,+1-191-620-2120x274,,
882,Steven Shaffer,Shelter,Rodneyport,(799)793-9460,,
883,Aaron Rios,NGO,New Jeffreyhaven,543-629-4859x81093,,
884,Mary Evans,Shelter,North Josephmouth,248-457-5683,,
885,James Hardin,Individual,East Robert,716.035.6813x982,51.8011319,-8.1846986
886,Amber Cruz,Shelter,Allenborough,+1-077-073-1734x206,,
887,Jean Woods,Shelter,Fernandezchester,+1-688-546-8304x8077,,
888,Matthew Davis,Charity,Birdview,1367475533,34.0120763,-118.8133613
889,Holly Aguilar,NGO,West Sara,799.506.2068,52.3836549,4.8460278
890,Joseph Whitaker,NGO,Jamesborough,001-059-271-8576,30.3101056,-97.7656408
891,Thomas Myers,Shelter,North Haleyhaven,579-856-5722,,
892,Brian Hardy,NGO,Lake Williamhaven,(062)642-7542x67155,,
893,Carrie Hess,Charity,Jarvisshire,+1-828-067-9673x188,,
894,Tammy Fletcher,Charity,New Adrian,219-550-2711,42.2545161,-77.5208197
895,Ms. Deborah Campos,Individual,West Barry,001-579-948-5058,42.6645221,-85.3127776
896,Jennifer Smith,Shelter,Josephton,179-728-0744,,
897,Shelby Rice,Shelter,New Loriberg,+1-213-470-2112x7474,,
898,Emily Ramos,Shelter,East Michaelview,033-795-7197x362,,
899,Rachel Pena,NGO,Grossport,(523)668-5935x836,,
900,Hannah Reynolds,Charity,East Kevinberg,731-040-5330x77836,,
901,Donald Caldwell,Shelter,Dawsonberg,001-191-071-2217x6177,,
902,Michelle Riley,NGO,New Juliaton,001-012-497-9466x8873,,
903,Cindy Robinson DDS,Shelter,Franklinview,4186239588,,
904,Amanda Kline,Shelter,East Travis,001-265-376-3204x275,30.2328798,-97.744786
905,Ann Odonnell,Charity,East Michael,(926)345-7660x29567,9.0153895,36.6785945
906,Christopher Gonzalez,Shelter,Payneland,+1-510-241-2999x765,,
907,Jamie Jenkins,NGO,New Melanie,001-676-903-9528x783,39.6623346,-75.625761
908,Abigail Crawford,NGO,Lake Shawn,(010)152-8668,28.6898853,-81.5419891
909,Matthew Cordova,NGO,Rubioborough,001-905-589-8944x09730,,
910,Tina Donaldson,Shelter,Lake Brandibury,736-446-4714,,
911,Devon Martinez,Individual,Jessicaland,(861)258-2469x860,,
912,Katelyn Proctor,Charity,Williamsborough,001-949-271-7461x8101,35.8304064,-78.651921
913,Jeffrey Jones,NGO,Kennethmouth,2972292136,,
914,Jeffrey Walker,Individual,Woodardview,0284721603,,
915,Deborah Garza,Shelter,South Alanville,695-589-2656,,
916,Lindsey Mathis,Shelter,Ianland,816.558.5061,,
917,Michael Townsend,Shelter,East Kevin,034.803.8502x33851,40.7911629,-73.9394101
918,Katrina Cruz,Charity,Jenkinsfurt,709-191-5616x88772,,
919,Sarah Brown,Shelter,North Christina,001-119-880-7367x9899,42.3268222,-83.3844293
920,Gregory Rodriguez,Charity,West Davidview,671.667.1616,,
921,Kelly Walls,Individual,Lake Victoriaton,857-517-5280,,
922,Savannah Holland,Individual,Kelleystad,4876887575,,
923,Victor Diaz,Shelter,Darinview,561.923.0470x922,,
924,Sarah Roberts,Shelter,North Janetland,001-513-459-3188x9757,,
925,Cassidy Davis,Individual,West Donaldmouth,001-815-359-4471,,
926,Kimberly Ware,Individual,East Sheriton,001-078-266-0266,,
927,Mary Escobar,Individual,Gloriaview,(663)863-6846x9153,,
928,Barbara Richards,Charity,Carlostown,524-811-9365x51761,,
929,Donna Terry,Charity,Mathistown,(104)858-7570,39.5889427,-74.3776016
930,Joseph Smith,Shelter,Dunnbury,909.913.1799,36.7997234,-76.0807929
931,Rhonda Lewis,Individual,South Michael,001-068-151-1254x26821,49.0801186,15.1433019
932,Justin Stevens,Charity,South Mary,001-756-051-1371x9827,33.8735023,-79.1050392
933,Jodi Lee,NGO,West Paulfort,3517962649,,
934,Dr. Wendy Terrell,Charity,Erikashire,566-236-8791,,
935,John Harris,NGO,Riverafort,+1-827-545-0294x5697,,
936,Jacob Horton,NGO,Port Douglasland,+1-286-744-5283x04031,,
937,Mark Ward,NGO,Port Jonathanton,0384311430,,
938,Matthew Thornton,NGO,Hayesfort,1084069823,,
939,Chad Vaughn,Charity,Lake Brandonborough,(565)199-2977x36531,,
940,Lynn Lucas,Charity,Elizabethberg,689-129-0146,,
941,Jessica Boyd,NGO,South Heather,001-758-410-5626x844,36.108516,-96.1268115
942,Earl Hess,Charity,Rodneyborough,(009)175-1556,,
943,Rebecca Lucas,Charity,New Jessicabury,721.446.3873x3399,,
944,Sharon Wood,Charity,New Melindashire,5282176863,,
945,Alex Leon,Individual,Caitlynhaven,(667)114-0630x55873,,
946,Taylor Mann,Charity,North Lawrence,001-766-748-2534x468,40.8418573,-81.6291103
947,Debra Webster,Charity,East Debramouth,(930)291-9053x13757,,
948,Thomas Castaneda,NGO,West Ashleymouth,182.504.4729x4296,,
949,Allison Pennington,Individual,North Lydiaberg,+1-586-713-6798,,
950,Caitlin Bennett,NGO,Delacruzborough,(351)050-3132x9588,,
951,Brittany Mcclain,Individual,Robertville,(811)036-2093x7533,50.4550294,6.1224661
952,Sarah Morgan,Charity,Gilbertfurt,+1-630-809-8000,,
953,Tina Anderson,Charity,Port Jonathanhaven,102-168-5649,,
954,Mark Russell,NGO,Nathanstad,(381)175-3680,,
955,Christopher Wong,Charity,Jacquelineshire,(745)135-7397,,
956,Jacqueline Fernandez,Charity,Kennethside,+1-573-412-8522x8213,,
957,Angela Hall,Charity,Greenville,2576243615,34.851354,-82.3984882
958,Scott Brown,Individual,Oneillland,001-879-448-7571x7987,,
959,Samantha Gomez,Charity,Suzanneton,001-955-495-8534x09912,,
960,Jason Hughes,Shelter,Myerstown,851-627-0395x00955,40.3752942,-76.3034556
961,Tyler Gray,NGO,West Dustinberg,(374)850-8848,,
962,Donald Anderson,Shelter,North Stephanieborough,+1-224-951-1888x539,,
963,Victor Ward,NGO,Johnhaven,628-048-2026x3385,,
964,Donald Moore,Individual,Davisfort,001-742-164-8768x9906,,
965,Ashley Silva,NGO,Port Thomas,(553)048-3123x8350,39.5405516,3.3329358
966,Sheila Lang,NGO,Lake Larryborough,001-585-286-2289,,
967,Samantha Sherman,Individual,Port Cindyberg,(659)277-6748x37772,,
968,Mr. Joseph Herring,Individual,Mariefurt,839.044.2094,,
969,Leon Foster,NGO,Bennettton,198-936-9076,,
970,Brandon Rice,Shelter,South Benjamin,+1-563-122-2255,18.3887722,-74.290505
971,Teresa Estrada,Individual,Mayburgh,320-778-4104,54.6579605,-2.7530121
972,Patricia Joseph,Individual,Lauraport,611-927-6696x43169,,
973,Brian Johnson,NGO,Patrickfort,001-751-479-5501x9929,,
974,Mark Miller,NGO,North Joshua,011.361.1154x694,36.0742294,-95.8286216
975,Danielle Bullock,Individual,Amandafurt,(888)253-9476x2056,,
976,Tammy Patrick,Individual,Clarkton,001-671-552-9014x817,36.4517276,-89.9670353
977,Pamela Scott,Charity,South Paul,310-642-0442,32.9695521,-79.9542357
978,Adam Evans,Individual,Lake Sonya,484-398-0067x44415,42.5946463,-122.1938189
979,Rebecca Wright,Charity,Teresastad,+1-707-387-4410x419,,
980,Elizabeth Fisher,Shelter,Carrborough,(298)908-3776x9550,,
981,Dawn Jennings,Shelter,Port Cody,085-759-6512x5392,27.2452525,-80.3447603
982,Thomas Villanueva,NGO,Gutierrezmouth,001-338-603-9644,,
983,Joanna Black,NGO,North Jacobhaven,781.950.5825,,
984,Steve Kirby,Charity,Travishaven,815.195.8711x59256,,
985,Thomas Sanchez,NGO,Rodneyfurt,231.592.1072x512,,
986,Rita Kane,Shelter,South Jamie,+1-347-306-2056,55.327178,-3.6963134
987,Becky Smith,Shelter,East Renee,7907087489,32.795833,-96.769764
988,Kristi Rodriguez,Charity,Nielsenberg,349.864.5409x08379,,
989,Timothy Bradshaw,Individual,North Laura,451-260-5312,3.8579083,-61.6011817
990,Patricia Hardy,Shelter,Thomasport,076.687.3532x03467,,
991,Lindsey Wagner,Shelter,Jessicaburgh,(401)052-7584,,
992,James Curry,Individual,Port Johnside,(223)043-8999x392,,
993,Alexis Hayes,Shelter,Matthewmouth,543-812-0534x6473,,
994,Angelica Simmons,NGO,Port Kellifort,(902)942-8232,,
995,Brittany Taylor,Individual,Andrewsport,296-568-7106x4981,,
996,Matthew Curtis,Shelter,Lanechester,127-889-4442x1289,,
997,Amanda Cain,NGO,New Steven,+1-001-491-5601x5316,43.3910072,-76.5933085
998,Theodore Briggs,Individual,South Sandra,930-609-9442x5031,53.276912,-6.1811206
999,Cheyenne Ramsey,NGO,Lake Jeffery,001-326-320-4816x15300,30.2083262,-82.6895788
1000,April Miller,Shelter,Shelbychester,894-873-2652x23999,,
